engine,configuration,runtime_version,model_storage,execution_period,sample,warmup,status,excluded,e2e_s,frames,file_sha256
vllm-omni,t2va-5s-c4,h3-20260906-audio-context-rpc-errors-v1,NVMe,initial-node; shared host load,r2-c2,False,PASS,False,659.2443823823705,124,ad4dd5d4e3eddf602c836608cbbe92c1e9f84ee215761760b72064da72d26b9f
vllm-omni,t2va-5s-c4,h3-20260906-audio-context-rpc-errors-v1,NVMe,initial-node; shared host load,r2-c3,False,PASS,False,1309.1608193176799,124,ad4dd5d4e3eddf602c836608cbbe92c1e9f84ee215761760b72064da72d26b9f
vllm-omni,t2va-5s-c4,h3-20260906-audio-context-rpc-errors-v1,NVMe,initial-node; shared host load,warmup,True,PASS,False,329.8457007226534,124,ad4dd5d4e3eddf602c836608cbbe92c1e9f84ee215761760b72064da72d26b9f
vllm-omni,ref2va-image-c1,h3-20260906-audio-context-rpc-errors-v1,NVMe,initial-node,r0-c0,False,PASS,False,553.6299130739644,124,c778b09240e6da99b4b87bc5c2224dc7c945369c055458166e3e7bf4c65c9eaf
vllm-omni,ref2va-image-c1,h3-20260906-audio-context-rpc-errors-v1,NVMe,initial-node,r1-c0,False,PASS,False,555.01856164122,124,c778b09240e6da99b4b87bc5c2224dc7c945369c055458166e3e7bf4c65c9eaf
vllm-omni,ref2va-image-c1,h3-20260906-audio-context-rpc-errors-v1,NVMe,initial-node,r2-c0,False,PASS,False,552.1118775829673,124,c778b09240e6da99b4b87bc5c2224dc7c945369c055458166e3e7bf4c65c9eaf
vllm-omni,ref2va-image-c1,h3-20260906-audio-context-rpc-errors-v1,NVMe,initial-node,warmup,True,PASS,False,574.4059938178398,124,4e13725816a95c5e453ff42830d906bfad343485d586161b0807e1f031e6d48e
vllm-omni,ref2va-image-audio-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r0-c0,False,PASS,False,559.9413875779137,124,3d7f4f0da491a896444577f1d62a91c56d6e141878e2ba0b1bdef99c67e3667e
vllm-omni,ref2va-image-audio-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r1-c0,False,PASS,False,562.2477601510473,124,3d7f4f0da491a896444577f1d62a91c56d6e141878e2ba0b1bdef99c67e3667e
vllm-omni,ref2va-image-audio-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r2-c0,False,PASS,False,562.0705108498223,124,3d7f4f0da491a896444577f1d62a91c56d6e141878e2ba0b1bdef99c67e3667e
vllm-omni,ref2va-image-audio-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,warmup,True,PASS,False,562.0778979039751,124,3d7f4f0da491a896444577f1d62a91c56d6e141878e2ba0b1bdef99c67e3667e
vllm-omni,ref2va-images-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r0-c0,False,PASS,False,1164.1039843419567,124,b1d0be24dc75b75641b6d65ba8fa016d5badcda29df9a4df458061682c9f095b
vllm-omni,ref2va-images-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r1-c0,False,PASS,False,1165.4154742732644,124,b1d0be24dc75b75641b6d65ba8fa016d5badcda29df9a4df458061682c9f095b
vllm-omni,ref2va-images-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r2-c0,False,PASS,False,1164.9951967061497,124,b1d0be24dc75b75641b6d65ba8fa016d5badcda29df9a4df458061682c9f095b
vllm-omni,ref2va-images-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,warmup,True,PASS,False,1180.9451327500865,124,b69de6832aa6ac3e6d3b983cc847fea2132f3e38d99f15c53f8c01441ff76bc3
vllm-omni,ref2va-mixed-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r0-c0,False,PASS,False,1371.5311934980564,124,d1899f71557a52b0585c4ac9aa06ea186606c2ba2c68bdf2c8bd09a4c568c02a
vllm-omni,ref2va-mixed-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r1-c0,False,PASS,False,1374.4066187422723,124,d1899f71557a52b0585c4ac9aa06ea186606c2ba2c68bdf2c8bd09a4c568c02a
vllm-omni,ref2va-mixed-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r2-c0,False,PASS,False,1369.5268614920788,124,d1899f71557a52b0585c4ac9aa06ea186606c2ba2c68bdf2c8bd09a4c568c02a
vllm-omni,ref2va-mixed-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,warmup,True,PASS,False,1371.9355589216575,124,d1899f71557a52b0585c4ac9aa06ea186606c2ba2c68bdf2c8bd09a4c568c02a
vllm-omni,ref2va-video-silent-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r0-c0,False,PASS,False,1009.9450713191181,124,c1aadec8c30236d0ab56ef4bc3b9940e5e867ef65aacfc23fb34f26d6d9167c1
vllm-omni,ref2va-video-silent-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r1-c0,False,PASS,False,1010.2536896876991,124,c1aadec8c30236d0ab56ef4bc3b9940e5e867ef65aacfc23fb34f26d6d9167c1
vllm-omni,ref2va-video-silent-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r2-c0,False,PASS,False,1009.1512043690309,124,c1aadec8c30236d0ab56ef4bc3b9940e5e867ef65aacfc23fb34f26d6d9167c1
vllm-omni,ref2va-video-silent-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,warmup,True,PASS,False,1009.9448946863413,124,c1aadec8c30236d0ab56ef4bc3b9940e5e867ef65aacfc23fb34f26d6d9167c1
vllm-omni,ref2va-video-sound-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r0-c0,False,PASS,False,1016.8969289520755,124,ff601805549d2898fd5bb3c2fefeb548221e88c45f926c08521dade0db673528
vllm-omni,ref2va-video-sound-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r1-c0,False,PASS,False,1017.2429353157058,124,ff601805549d2898fd5bb3c2fefeb548221e88c45f926c08521dade0db673528
vllm-omni,ref2va-video-sound-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,r2-c0,False,PASS,False,1016.5620228992775,124,ff601805549d2898fd5bb3c2fefeb548221e88c45f926c08521dade0db673528
vllm-omni,ref2va-video-sound-c1,h3-20260906-audio-context-rpc-errors-v1; CFS init-timeout 3600,CFS direct read-only,replacement H20-3e node,warmup,True,PASS,False,1018.3489135191776,124,b252cc91e1b4b1e637cb080539545464dfae7ed6902525847ea5d95afbe049be
