start_seconds,end_seconds,phase,actor,status,latency_ms,matched_case,matched_priority,retry_after
225.807931,225.83922,queue,batch,429,31.288624,True,True,32
226.004123,226.020359,queue,batch,429,16.236067,True,True,32
226.205617,226.218333,queue,batch,429,12.71677,True,True,32
226.406897,226.41864,queue,batch,429,11.743069,True,True,32
221.405814,226.421727,queue,batch,429,5015.91301,True,True,32
226.506278,226.53448,queue,control,200,28.202057,False,False,
221.605486,226.694567,queue,batch,429,5089.081049,True,True,32
227.005322,227.01653,queue,batch,429,11.207819,True,True,32
227.20642,227.255828,queue,batch,429,49.407959,True,True,32
227.406779,227.418272,queue,batch,429,11.492968,True,True,32
227.510307,227.539963,queue,control,200,29.655933,False,False,
227.604838,227.678495,queue,batch,429,73.656797,True,True,32
227.804687,227.816203,queue,batch,429,11.515856,True,True,32
228.003274,228.01188,queue,batch,429,8.605957,True,True,32
228.203396,228.216413,queue,batch,429,13.016701,True,True,32
228.404945,228.413356,queue,batch,429,8.410931,True,True,32
228.515331,228.580875,queue,control,200,65.54389,False,False,
228.604494,228.614389,queue,batch,429,9.894848,True,True,32
228.803723,228.822701,queue,batch,429,18.978119,True,True,32
229.009175,229.019778,queue,batch,429,10.602951,True,True,32
229.204599,229.21411,queue,batch,429,9.510994,True,True,32
229.406936,229.416351,queue,batch,429,9.414911,True,True,32
229.518607,229.534437,queue,control,200,15.83004,False,False,
229.602422,229.634964,queue,batch,429,32.54199,True,True,32
229.802801,229.825752,queue,batch,429,22.950888,True,True,32
230.004273,230.020683,queue,batch,429,16.409874,True,True,32
230.205894,230.220181,queue,batch,429,14.286995,True,True,32
230.406496,230.4474,queue,batch,429,40.903807,True,True,32
230.523498,230.540192,queue,control,200,16.69383,False,False,
230.605326,230.617677,queue,batch,429,12.351036,True,True,32
230.802849,230.82755,queue,batch,429,24.70088,True,True,32
231.00254,231.062708,queue,batch,429,60.168028,True,True,32
231.205564,231.215244,queue,batch,429,9.680033,True,True,32
231.405655,231.437139,queue,batch,429,31.483889,True,True,32
231.532467,231.548264,queue,control,200,15.798092,False,False,
226.606891,231.655439,queue,batch,429,5048.548222,True,True,32
231.802727,231.838018,queue,batch,429,35.290956,True,True,32
226.805243,231.838252,queue,batch,429,5033.009052,True,True,32
232.204458,232.234658,queue,batch,429,30.200005,True,True,32
232.404339,232.42301,queue,batch,429,18.671274,True,True,32
232.535408,232.54818,queue,control,200,12.771845,False,False,
232.604158,232.617691,queue,batch,429,13.533115,True,True,32
232.803803,232.814546,queue,batch,429,10.742664,True,True,32
233.004009,233.016563,queue,batch,429,12.55393,True,True,32
233.205318,233.216709,queue,batch,429,11.390924,True,True,32
233.406796,233.427054,queue,batch,429,20.25795,True,True,32
233.539198,233.611765,queue,control,200,72.566986,False,False,
233.606816,233.627094,queue,batch,429,20.277977,True,True,32
233.807126,233.827272,queue,batch,429,20.145893,True,True,32
234.006893,234.025224,queue,batch,429,18.331051,True,True,32
234.205019,234.214941,queue,batch,429,9.921789,True,True,32
234.406804,234.41627,queue,batch,429,9.466171,True,True,32
234.54344,234.555911,queue,control,200,12.470961,False,False,
234.605396,234.616801,queue,batch,429,11.405945,True,True,32
234.805456,234.815659,queue,batch,429,10.202885,True,True,32
235.002274,235.014076,queue,batch,429,11.802197,True,True,32
235.206862,235.21836,queue,batch,429,11.497974,True,True,32
235.402325,235.412513,queue,batch,429,10.188103,True,True,32
235.547258,235.563541,queue,control,200,16.282797,False,False,
235.603585,235.631925,queue,batch,429,28.339863,True,True,32
235.809973,235.820453,queue,batch,429,10.480165,True,True,32
236.006855,236.023795,queue,batch,429,16.939878,True,True,32
236.20661,236.217621,queue,batch,429,11.010885,True,True,32
236.40667,236.416986,queue,batch,429,10.315895,True,True,32
236.552718,236.56501,queue,control,200,12.291908,False,False,
236.603827,236.618102,queue,batch,429,14.275074,True,True,32
231.606333,236.620091,queue,batch,429,5013.759375,True,True,32
237.006346,237.016108,queue,batch,429,9.762049,True,True,32
232.004831,237.019359,queue,batch,429,5014.528036,True,True,32
237.408299,237.420777,queue,batch,429,12.477875,True,True,32
237.555266,237.612752,queue,control,200,57.486296,False,False,
237.607298,237.636676,queue,batch,429,29.378176,True,True,32
237.802844,237.813673,queue,batch,429,10.828972,True,True,32
238.004212,238.015418,queue,batch,429,11.20615,True,True,32
238.206412,238.219956,queue,batch,429,13.543844,True,True,32
238.402557,238.44001,queue,batch,429,37.454128,True,True,32
238.557333,238.62281,queue,control,200,65.477133,False,False,
238.605265,238.623378,queue,batch,429,18.112659,True,True,32
238.805427,238.818948,queue,batch,429,13.521194,True,True,32
239.011161,239.025293,queue,batch,429,14.132023,True,True,32
239.203351,239.224612,queue,batch,429,21.260977,True,True,32
239.40662,239.422509,queue,batch,429,15.888929,True,True,32
239.56238,239.58907,queue,control,200,26.690006,False,False,
239.605523,239.617449,queue,batch,429,11.927128,True,True,32
239.804148,239.894372,queue,batch,429,90.224028,True,True,32
240.007453,240.047001,queue,batch,429,39.549112,True,True,32
240.205695,240.221162,queue,batch,429,15.466928,True,True,32
240.408187,240.47312,queue,batch,429,64.932823,True,True,32
240.564306,240.581375,queue,control,200,17.069101,False,False,
240.602451,240.632327,queue,batch,429,29.876947,True,True,32
240.804189,240.859552,queue,batch,429,55.36294,True,True,32
241.004318,241.065994,queue,batch,429,61.676025,True,True,32
241.20391,241.219944,queue,batch,429,16.033888,True,True,32
241.406713,241.417622,queue,batch,429,10.909081,True,True,32
241.568973,241.581274,queue,control,200,12.300968,False,False,
241.60553,241.622504,queue,batch,429,16.973972,True,True,32
241.80362,241.814125,queue,batch,429,10.504961,True,True,32
236.80394,241.816457,queue,batch,429,5012.516975,True,True,32
237.202309,242.213448,queue,batch,429,5011.138678,True,True,32
242.406761,242.415634,queue,batch,429,8.872986,True,True,32
242.572985,242.585724,queue,control,200,12.739182,False,False,
242.606757,242.614826,queue,batch,429,8.0688,True,True,32
242.804476,242.8148,queue,batch,429,10.324001,True,True,32
243.006777,243.015367,queue,batch,429,8.589983,True,True,32
243.206755,243.219493,queue,batch,429,12.738228,True,True,32
243.406773,243.415541,queue,batch,429,8.769035,True,True,32
243.57334,243.586099,queue,control,200,12.758732,False,False,
243.604565,243.618194,queue,batch,429,13.62896,True,True,32
243.806772,243.824179,queue,batch,429,17.40694,True,True,32
244.006782,244.022712,queue,batch,429,15.930176,True,True,32
244.204995,244.215863,queue,batch,429,10.868073,True,True,32
244.406941,244.417687,queue,batch,429,10.747194,True,True,32
244.578375,244.596281,queue,control,200,17.905951,False,False,
244.602124,244.610877,queue,batch,429,8.752823,True,True,32
244.80605,244.816015,queue,batch,429,9.964943,True,True,32
245.003638,245.012238,queue,batch,429,8.599997,True,True,32
245.206762,245.215769,queue,batch,429,9.007215,True,True,32
245.405322,245.415561,queue,batch,429,10.240078,True,True,32
245.582578,245.595246,queue,control,200,12.668133,False,False,
245.606481,245.615214,queue,batch,429,8.733034,True,True,32
245.804396,245.813311,queue,batch,429,8.914948,True,True,32
246.006208,246.016917,queue,batch,429,10.709047,True,True,32
246.204852,246.214581,queue,batch,429,9.729147,True,True,32
246.402188,246.429904,queue,batch,429,27.715921,True,True,32
246.583355,246.603804,queue,control,200,20.448923,False,False,
246.605412,246.614317,queue,batch,429,8.904934,True,True,32
246.803299,246.818073,queue,batch,429,14.774084,True,True,32
247.003445,247.013419,queue,batch,429,9.974003,True,True,32
242.006822,247.020091,queue,batch,429,5013.268948,True,True,32
242.204142,247.214753,queue,batch,429,5010.610819,True,True,32
247.588455,247.653097,queue,control,200,64.641953,False,False,
247.608243,247.653456,queue,batch,429,45.212984,True,True,32
247.806783,247.816921,queue,batch,429,10.138035,True,True,32
248.006741,248.017702,queue,batch,429,10.961056,True,True,32
248.206787,248.22444,queue,batch,429,17.652988,True,True,32
248.406686,248.41946,queue,batch,429,12.775183,True,True,32
248.590517,248.60267,queue,control,200,12.15291,False,False,
248.606757,248.618078,queue,batch,429,11.320829,True,True,32
248.806758,248.821971,queue,batch,429,15.212774,True,True,32
249.009051,249.055874,queue,batch,429,46.823025,True,True,32
249.205618,249.253891,queue,batch,429,48.273087,True,True,32
249.406305,249.437554,queue,batch,429,31.249762,True,True,32
249.592421,249.604542,queue,control,200,12.120962,False,False,
249.602486,249.61653,queue,batch,429,14.044046,True,True,32
249.803273,249.813229,queue,batch,429,9.956121,True,True,32
250.006442,250.018369,queue,batch,429,11.927128,True,True,32
250.205015,250.214771,queue,batch,429,9.75585,True,True,32
250.406752,250.417458,queue,batch,429,10.705948,True,True,32
250.597506,250.611672,queue,control,200,14.165878,False,False,
250.60248,250.616915,queue,batch,429,14.434814,True,True,32
250.813603,250.831919,queue,batch,429,18.316031,True,True,32
251.003299,251.014971,queue,batch,429,11.673212,True,True,32
251.206334,251.217519,queue,batch,429,11.185169,True,True,32
251.406449,251.416882,queue,batch,429,10.43272,True,True,32
251.604433,251.617404,queue,batch,429,12.971163,True,True,32
251.601575,251.617691,queue,control,200,16.116142,False,False,
251.806723,251.818521,queue,batch,429,11.797905,True,True,32
252.003648,252.016141,queue,batch,429,12.492895,True,True,32
247.205831,252.215791,queue,batch,429,5009.959936,True,True,32
247.414205,252.51832,queue,batch,429,5104.115248,True,True,32
252.602336,252.618295,queue,batch,429,15.959024,True,True,32
252.606609,252.61976,queue,control,200,13.151884,False,False,
252.803527,252.821315,queue,batch,429,17.787933,True,True,32
253.006335,253.01634,queue,batch,429,10.004997,True,True,32
253.206435,253.23106,queue,batch,429,24.625063,True,True,32
253.407482,253.419721,queue,batch,429,12.238741,True,True,32
253.606017,253.617843,queue,batch,429,11.826038,True,True,32
253.61049,253.624208,queue,control,200,13.71789,False,False,
253.806831,253.830472,queue,batch,429,23.640871,True,True,32
254.006295,254.017688,queue,batch,429,11.39307,True,True,32
254.206153,254.217228,queue,batch,429,11.07502,True,True,32
254.404503,254.417618,queue,batch,429,13.114691,True,True,32
254.605628,254.616316,queue,batch,429,10.688066,True,True,32
254.611249,254.623416,queue,control,200,12.166739,False,False,
254.80497,254.817747,queue,batch,429,12.776852,True,True,32
255.006201,255.02202,queue,batch,429,15.822887,True,True,32
255.202489,255.213753,queue,batch,429,11.263847,True,True,32
255.40677,255.41754,queue,batch,429,10.770082,True,True,32
255.604506,255.622251,queue,batch,429,17.745018,True,True,32
255.616283,255.644762,queue,control,200,28.478861,False,False,
255.805926,255.817129,queue,batch,429,11.202812,True,True,32
256.003105,256.014174,queue,batch,429,11.069059,True,True,32
256.20493,256.216,queue,batch,429,11.069775,True,True,32
256.406785,256.420009,queue,batch,429,13.223886,True,True,32
256.606122,256.617094,queue,batch,429,10.972023,True,True,32
256.620716,256.6537,queue,control,200,32.984018,False,False,
256.802003,256.824759,queue,batch,429,22.7561,True,True,32
257.003513,257.056824,queue,batch,429,53.310871,True,True,32
252.206327,257.219437,queue,batch,429,5013.110161,True,True,32
257.403254,257.432254,queue,batch,429,28.999805,True,True,32
252.41041,257.526583,queue,batch,429,5116.173029,True,True,32
257.625745,257.648728,queue,control,200,22.983074,False,False,
257.806335,257.819358,queue,batch,429,13.0229,True,True,32
258.005295,258.015159,queue,batch,429,9.863853,True,True,32
258.20687,258.237164,queue,batch,429,30.293941,True,True,32
258.405645,258.415243,queue,batch,429,9.598017,True,True,32
258.603867,258.613153,queue,batch,429,9.285927,True,True,32
258.628413,258.686814,queue,control,200,58.400869,False,False,
258.806688,258.814669,queue,batch,429,7.980824,True,True,32
259.006666,259.019377,queue,batch,429,12.711048,True,True,32
259.202345,259.219673,queue,batch,429,17.328262,True,True,32
259.404486,259.423236,queue,batch,429,18.749952,True,True,32
259.606653,259.619815,queue,batch,429,13.161898,True,True,32
259.633436,259.645668,queue,control,200,12.231827,False,False,
259.806657,259.817907,queue,batch,429,11.249781,True,True,32
260.00428,260.016727,queue,batch,429,12.44688,True,True,32
260.202397,260.217115,queue,batch,429,14.718294,True,True,32
260.405453,260.413905,queue,batch,429,8.452177,True,True,32
260.606304,260.614603,queue,batch,429,8.299112,True,True,32
260.634567,260.646884,queue,control,200,12.316942,False,False,
260.80526,260.814157,queue,batch,429,8.897066,True,True,32
261.00617,261.014941,queue,batch,429,8.770943,True,True,32
261.206465,261.216425,queue,batch,429,9.959936,True,True,32
261.40677,261.415493,queue,batch,429,8.723021,True,True,32
261.604688,261.618984,queue,batch,429,14.295816,True,True,32
261.639591,261.654031,queue,control,200,14.44006,False,False,
261.80525,261.813594,queue,batch,429,8.344173,True,True,32
262.006192,262.014998,queue,batch,429,8.80599,True,True,32
262.206624,262.218455,queue,batch,429,11.831045,True,True,32
257.2041,262.221151,queue,batch,429,5017.050743,True,True,32
262.606644,262.61719,queue,batch,429,10.546207,True,True,32
257.602264,262.61766,queue,batch,429,5015.396118,True,True,32
262.640067,262.65226,queue,control,200,12.192965,False,False,
263.004665,263.014448,queue,batch,429,9.78303,True,True,32
263.204626,263.214692,queue,batch,429,10.066271,True,True,32
263.403401,263.424633,queue,batch,429,21.233082,True,True,32
263.604501,263.614522,queue,batch,429,10.020971,True,True,32
263.645067,263.658583,queue,control,200,13.515949,False,False,
263.802052,263.81196,queue,batch,429,9.907961,True,True,32
264.005352,264.015328,queue,batch,429,9.976149,True,True,32
264.206061,264.216053,queue,batch,429,9.991884,True,True,32
264.403,264.412883,queue,batch,429,9.882689,True,True,32
264.605303,264.615165,queue,batch,429,9.861946,True,True,32
264.645224,264.657085,queue,control,200,11.861086,False,False,
264.803556,264.850998,queue,batch,429,47.441959,True,True,32
265.003425,265.013198,queue,batch,429,9.773254,True,True,32
265.206634,265.21744,queue,batch,429,10.805845,True,True,32
265.406656,265.452239,queue,batch,429,45.58301,True,True,32
265.60386,265.614935,queue,batch,429,11.07502,True,True,32
265.645506,265.659045,queue,control,200,13.539076,False,False,
265.802802,265.825805,queue,batch,429,23.003101,True,True,32
266.003627,266.026837,queue,batch,429,23.20981,True,True,32
266.202405,266.22413,queue,batch,429,21.724939,True,True,32
266.402389,266.412596,queue,batch,429,10.206938,True,True,32
266.602392,266.614619,queue,batch,429,12.227058,True,True,32
266.645844,266.660318,queue,control,200,14.473915,False,False,
266.805237,266.819256,queue,batch,429,14.019012,True,True,32
267.006629,267.017434,queue,batch,429,10.80513,True,True,32
267.206571,267.217056,queue,batch,429,10.485172,True,True,32
262.406343,267.416235,queue,batch,429,5009.891748,True,True,32
267.604503,267.616705,queue,batch,429,12.202024,True,True,32
267.647322,267.665394,queue,control,200,18.071651,False,False,
262.804497,267.816395,queue,batch,429,5011.898041,True,True,32
268.002409,268.015471,queue,batch,429,13.062,True,True,32
268.206628,268.217261,queue,batch,429,10.632992,True,True,32
268.406774,268.418116,queue,batch,429,11.342049,True,True,32
268.602909,268.619124,queue,batch,429,16.215086,True,True,32
268.649492,268.66393,queue,control,200,14.438152,False,False,
268.802344,268.814289,queue,batch,429,11.945248,True,True,32
269.006719,269.022163,queue,batch,429,15.44404,True,True,32
269.206152,269.217273,queue,batch,429,11.121035,True,True,32
269.40469,269.416214,queue,batch,429,11.5242,True,True,32
269.602628,269.629139,queue,batch,429,26.511908,True,True,32
269.652257,269.729871,queue,control,200,77.614069,False,False,
269.806628,269.81785,queue,batch,429,11.222124,True,True,32
270.002467,270.03517,queue,batch,429,32.703161,True,True,32
270.206628,270.217828,queue,batch,429,11.199951,True,True,32
270.40655,270.417339,queue,batch,429,10.789156,True,True,32
270.657237,270.670932,queue,control,200,13.694763,False,False,
267.805859,270.934791,queue,batch,200,3128.931999,True,True,
267.402897,270.934969,queue,batch,200,3532.071829,True,True,
270.963965,270.977899,recovered,batch,200,13.934135,True,True,
271.168596,271.178392,recovered,batch,200,9.795904,True,True,
271.36831,271.382521,recovered,batch,200,14.211178,True,True,
271.56901,271.58136,recovered,batch,200,12.350321,True,True,
271.660827,271.673145,recovered,control,200,12.317896,False,False,
271.766516,271.776007,recovered,batch,200,9.491205,True,True,
271.965504,271.983341,recovered,batch,200,17.837048,True,True,
272.168907,272.188952,recovered,batch,200,20.045042,True,True,
272.365066,272.379428,recovered,batch,200,14.362097,True,True,
272.569001,272.619128,recovered,batch,200,50.127029,True,True,
272.665825,272.735479,recovered,control,200,69.653988,False,False,
272.768167,272.791252,recovered,batch,200,23.085117,True,True,
272.96798,272.982848,recovered,batch,200,14.868021,True,True,
273.168999,273.212151,recovered,batch,200,43.152094,True,True,
273.364503,273.375705,recovered,batch,200,11.202097,True,True,
273.568963,273.619962,recovered,batch,200,50.998926,True,True,
273.67085,273.683896,recovered,control,200,13.046026,False,False,
273.767567,273.784268,recovered,batch,200,16.700745,True,True,
273.968966,273.981772,recovered,batch,200,12.805939,True,True,
274.164446,274.174192,recovered,batch,200,9.746313,True,True,
274.368204,274.382008,recovered,batch,200,13.804197,True,True,
274.566975,274.611009,recovered,batch,200,44.034004,True,True,
274.673422,274.689856,recovered,control,200,16.433954,False,False,
274.765294,274.775279,recovered,batch,200,9.98497,True,True,
274.966794,274.977482,recovered,batch,200,10.687828,True,True,
275.16635,275.178153,recovered,batch,200,11.802673,True,True,
275.367818,275.377896,recovered,batch,200,10.077953,True,True,
275.568952,275.584941,recovered,batch,200,15.988827,True,True,
275.678454,275.693395,recovered,control,200,14.940977,False,False,
275.763985,275.785922,recovered,batch,200,21.936893,True,True,
275.968976,275.986314,recovered,batch,200,17.338991,True,True,
276.165753,276.18016,recovered,batch,200,14.406919,True,True,
276.369033,276.382611,recovered,batch,200,13.577938,True,True,
276.565396,276.577005,recovered,batch,200,11.609077,True,True,
276.680824,276.694386,recovered,control,200,13.561726,False,False,
276.767842,276.779467,recovered,batch,200,11.624813,True,True,
276.964456,276.976826,recovered,batch,200,12.37011,True,True,
277.164466,277.174468,recovered,batch,200,10.002136,True,True,
277.364485,277.375505,recovered,batch,200,11.020184,True,True,
277.56856,277.585868,recovered,batch,200,17.307758,True,True,
277.684767,277.726556,recovered,control,200,41.789055,False,False,
277.764378,277.778179,recovered,batch,200,13.802052,True,True,
277.964017,277.975785,recovered,batch,200,11.767864,True,True,
278.168973,278.194453,recovered,batch,200,25.480032,True,True,
278.365149,278.377344,recovered,batch,200,12.19511,True,True,
278.564326,278.57733,recovered,batch,200,13.003826,True,True,
278.685218,278.703229,recovered,control,200,18.010855,False,False,
278.764765,278.77615,recovered,batch,200,11.385202,True,True,
278.969019,278.980643,recovered,batch,200,11.623859,True,True,
279.167176,279.178933,recovered,batch,200,11.756897,True,True,
279.367684,279.382116,recovered,batch,200,14.431953,True,True,
279.565379,279.575364,recovered,batch,200,9.98497,True,True,
279.685745,279.698111,recovered,control,200,12.365818,False,False,
279.76547,279.776542,recovered,batch,200,11.072159,True,True,
279.968468,279.984629,recovered,batch,200,16.160965,True,True,
280.1642,280.175502,recovered,batch,200,11.302233,True,True,
280.364452,280.393123,recovered,batch,200,28.670788,True,True,
280.566347,280.578271,recovered,batch,200,11.924028,True,True,
280.687063,280.701547,recovered,control,200,14.483929,False,False,
280.768095,280.777943,recovered,batch,200,9.847879,True,True,
280.969462,280.985795,recovered,batch,200,16.334057,True,True,
281.168943,281.1843,recovered,batch,200,15.356779,True,True,
281.366406,281.388336,recovered,batch,200,21.929979,True,True,
281.568565,281.591584,recovered,batch,200,23.019075,True,True,
281.687365,281.700818,recovered,control,200,13.452768,False,False,
281.768327,281.780404,recovered,batch,200,12.076616,True,True,
281.96812,282.003031,recovered,batch,200,34.910917,True,True,
282.166317,282.179637,recovered,batch,200,13.320923,True,True,
282.364505,282.376925,recovered,batch,200,12.419939,True,True,
282.56856,282.578382,recovered,batch,200,9.821892,True,True,
282.691278,282.704747,recovered,control,200,13.468981,False,False,
282.766573,282.777286,recovered,batch,200,10.7131,True,True,
282.968925,282.980985,recovered,batch,200,12.059927,True,True,
283.16827,283.177914,recovered,batch,200,9.644032,True,True,
283.368279,283.380199,recovered,batch,200,11.919975,True,True,
283.568528,283.58071,recovered,batch,200,12.181997,True,True,
283.691911,283.703905,recovered,control,200,11.993647,False,False,
283.768041,283.779862,recovered,batch,200,11.821032,True,True,
283.968342,283.986691,recovered,batch,200,18.348932,True,True,
284.166832,284.182963,recovered,batch,200,16.130924,True,True,
284.36938,284.444972,recovered,batch,200,75.592995,True,True,
284.565953,284.577302,recovered,batch,200,11.348963,True,True,
284.696999,284.709792,recovered,control,200,12.794256,False,False,
284.766624,284.779195,recovered,batch,200,12.571096,True,True,
284.968431,284.983014,recovered,batch,200,14.583111,True,True,
285.169133,285.181274,recovered,batch,200,12.141228,True,True,
285.364509,285.377141,recovered,batch,200,12.632132,True,True,
285.564246,285.57613,recovered,batch,200,11.883974,True,True,
285.700924,285.717625,recovered,control,200,16.700983,False,False,
285.766507,285.779938,recovered,batch,200,13.431072,True,True,
285.969338,285.982039,recovered,batch,200,12.700796,True,True,
286.168888,286.19311,recovered,batch,200,24.221897,True,True,
286.366432,286.380232,recovered,batch,200,13.799906,True,True,
286.567509,286.579354,recovered,batch,200,11.846066,True,True,
286.710161,286.753416,recovered,control,200,43.254614,False,False,
286.767785,286.79328,recovered,batch,200,25.495052,True,True,
286.968816,286.985042,recovered,batch,200,16.225815,True,True,
287.165841,287.179215,recovered,batch,200,13.373852,True,True,
287.376997,287.426738,recovered,batch,200,49.740791,True,True,
287.564832,287.591447,recovered,batch,200,26.614904,True,True,
287.720577,287.768916,recovered,control,200,48.339844,False,False,
287.774601,287.798681,recovered,batch,200,24.080038,True,True,
287.971025,288.065466,recovered,batch,200,94.441175,True,True,
288.168447,288.183363,recovered,batch,200,14.915943,True,True,
288.383544,288.406089,recovered,batch,200,22.544861,True,True,
288.571819,288.587959,recovered,batch,200,16.139984,True,True,
288.728666,288.773937,recovered,control,200,45.271873,False,False,
288.776903,288.791156,recovered,batch,200,14.253855,True,True,
288.977088,289.032597,recovered,batch,200,55.50909,True,True,
289.168322,289.180263,recovered,batch,200,11.940718,True,True,
289.368448,289.413041,recovered,batch,200,44.593096,True,True,
289.564466,289.591309,recovered,batch,200,26.843309,True,True,
289.733395,289.747302,recovered,control,200,13.907194,False,False,
289.768912,289.784051,recovered,batch,200,15.138865,True,True,
289.969035,289.993601,recovered,batch,200,24.566174,True,True,
290.165724,290.239546,recovered,batch,200,73.822021,True,True,
290.36534,290.386466,recovered,batch,200,21.125793,True,True,
290.56588,290.576951,recovered,batch,200,11.070967,True,True,
290.736318,290.753399,recovered,control,200,17.081022,False,False,
290.766841,290.788299,recovered,batch,200,21.457911,True,True,
290.970578,291.005595,recovered,batch,200,35.017252,True,True,
291.170699,291.186258,recovered,batch,200,15.558958,True,True,
291.365904,291.37925,recovered,batch,200,13.345718,True,True,
291.565542,291.57757,recovered,batch,200,12.027979,True,True,
291.742554,291.758556,recovered,control,200,16.002178,False,False,
291.768013,291.779734,recovered,batch,200,11.720896,True,True,
291.969189,291.981292,recovered,batch,200,12.102842,True,True,
292.167289,292.180432,recovered,batch,200,13.143063,True,True,
292.36707,292.397786,recovered,batch,200,30.716181,True,True,
292.569359,292.58263,recovered,batch,200,13.271093,True,True,
292.743397,292.7573,recovered,control,200,13.902903,False,False,
292.765672,292.806747,recovered,batch,200,41.07523,True,True,
292.968462,292.98304,recovered,batch,200,14.577866,True,True,
293.16721,293.180326,recovered,batch,200,13.116121,True,True,
293.370925,293.384857,recovered,batch,200,13.93199,True,True,
293.565874,293.578788,recovered,batch,200,12.914181,True,True,
293.748069,293.760641,recovered,control,200,12.57205,False,False,
293.767546,293.779447,recovered,batch,200,11.900902,True,True,
293.96845,293.983421,recovered,batch,200,14.970779,True,True,
294.168862,294.180088,recovered,batch,200,11.226177,True,True,
294.364477,294.377274,recovered,batch,200,12.797117,True,True,
294.568163,294.588857,recovered,batch,200,20.694017,True,True,
294.750412,294.763274,recovered,control,200,12.861967,False,False,
294.76786,294.779607,recovered,batch,200,11.747122,True,True,
294.967814,294.984534,recovered,batch,200,16.719818,True,True,
295.168843,295.183626,recovered,batch,200,14.783859,True,True,
295.367827,295.384306,recovered,batch,200,16.479015,True,True,
295.565781,295.581454,recovered,batch,200,15.673161,True,True,
295.755468,295.771503,recovered,control,200,16.03508,False,False,
295.768689,295.78166,recovered,batch,200,12.970924,True,True,
295.969026,295.980114,recovered,batch,200,11.087894,True,True,
296.167909,296.182399,recovered,batch,200,14.489889,True,True,
296.364999,296.378024,recovered,batch,200,13.024807,True,True,
296.568815,296.580215,recovered,batch,200,11.399984,True,True,
296.75609,296.780526,recovered,control,200,24.435759,False,False,
296.769274,296.784435,recovered,batch,200,15.160799,True,True,
296.969173,296.982118,recovered,batch,200,12.945175,True,True,
297.16948,297.181847,recovered,batch,200,12.367249,True,True,
297.367495,297.38031,recovered,batch,200,12.814999,True,True,
297.566491,297.589443,recovered,batch,200,22.951841,True,True,
297.768994,297.797252,recovered,batch,200,28.257847,True,True,
297.761668,297.797422,recovered,control,200,35.753965,False,False,
297.968597,297.983969,recovered,batch,200,15.372038,True,True,
298.167901,298.196186,recovered,batch,200,28.286219,True,True,
298.368855,298.400507,recovered,batch,200,31.651974,True,True,
298.56531,298.613486,recovered,batch,200,48.17605,True,True,
298.768155,298.799676,recovered,batch,200,31.521082,True,True,
298.766776,298.80011,recovered,control,200,33.334017,False,False,
298.9684,299.027382,recovered,batch,200,58.981895,True,True,
299.166842,299.178616,recovered,batch,200,11.774063,True,True,
299.364287,299.375757,recovered,batch,200,11.470079,True,True,
299.574262,299.678894,recovered,batch,200,104.632139,True,True,
299.768784,299.786149,recovered,batch,200,17.364979,True,True,
299.767424,299.786836,recovered,control,200,19.412041,False,False,
299.968562,299.980224,recovered,batch,200,11.662006,True,True,
300.167261,300.178511,recovered,batch,200,11.250257,True,True,
300.3688,300.380477,recovered,batch,200,11.677027,True,True,
300.564997,300.575413,recovered,batch,200,10.416031,True,True,
300.768319,300.780054,recovered,batch,200,11.734962,True,True,
300.768652,300.786792,recovered,control,200,18.139839,False,False,
300.969224,300.98257,recovered,batch,200,13.345957,True,True,
301.165275,301.18024,recovered,batch,200,14.965057,True,True,
301.368822,301.381767,recovered,batch,200,12.945175,True,True,
301.566121,301.580836,recovered,batch,200,14.715195,True,True,
301.76921,301.784329,recovered,batch,200,15.118837,True,True,
301.775246,301.789002,recovered,control,200,13.755798,False,False,
301.968686,301.983499,recovered,batch,200,14.812946,True,True,
302.168403,302.184494,recovered,batch,200,16.091108,True,True,
302.368086,302.380015,recovered,batch,200,11.929274,True,True,
302.568816,302.581216,recovered,batch,200,12.399673,True,True,
302.767089,302.789554,recovered,batch,200,22.464752,True,True,
302.780142,302.792461,recovered,control,200,12.31885,False,False,
302.968978,302.980297,recovered,batch,200,11.318922,True,True,
303.168605,303.190162,recovered,batch,200,21.557093,True,True,
303.36607,303.380693,recovered,batch,200,14.622927,True,True,
303.568388,303.582941,recovered,batch,200,14.552832,True,True,
303.768139,303.781487,recovered,batch,200,13.348103,True,True,
303.780518,303.79453,recovered,control,200,14.01186,False,False,
303.968811,303.981468,recovered,batch,200,12.657166,True,True,
304.168806,304.178982,recovered,batch,200,10.175943,True,True,
304.376613,304.391468,recovered,batch,200,14.854908,True,True,
304.565832,304.58115,recovered,batch,200,15.317917,True,True,
304.767703,304.778619,recovered,batch,200,10.915995,True,True,
304.781712,304.79783,recovered,control,200,16.11805,False,False,
304.968273,304.983193,recovered,batch,200,14.919996,True,True,
305.168801,305.180848,recovered,batch,200,12.047052,True,True,
305.367025,305.376889,recovered,batch,200,9.863853,True,True,
305.568811,305.588302,recovered,batch,200,19.491196,True,True,
305.767593,305.790275,recovered,batch,200,22.68219,True,True,
305.786742,305.803754,recovered,control,200,17.011881,False,False,
305.968229,305.983195,recovered,batch,200,14.966011,True,True,
306.164435,306.181643,recovered,batch,200,17.208099,True,True,
306.3675,306.404375,recovered,batch,200,36.87501,True,True,
306.565668,306.614469,recovered,batch,200,48.800945,True,True,
